Expiration Date;Calls;Last Sale;Net;Bid;Ask;Vol;IV;Delta;Gamma;Open Int;Strike;Puts;Last Sale;Net;Bid;Ask;Vol;IV;Delta;Gamma;Open Int
09/11/2020;SPXW200911C02525000;0;0;795;845.5;0;13.7883;0.9881;0.0001;0;2525.000;SPXW200911P02525000;0.05;0;0;0.05;0;9.0374;-0.0003;0;8162
09/11/2020;SPXW200911C02550000;812.2;0;769.5;819.5;0;13.0934;0.9891;0.0001;8;2550.000;SPXW200911P02550000;0.05;0.025;0;0.05;7;8.7377;-0.0004;0;2059
09/11/2020;SPXW200911C02575000;927;0;744.5;794.5;0;12.9341;0.9874;0.0001;1;2575.000;SPXW200911P02575000;0.05;0;0;0.05;0;8.4268;-0.0004;0;2884
09/11/2020;SPXW200911C02600000;0;0;719.5;769.5;0;12.262;0.9884;0.0001;0;2600.000;SPXW200911P02600000;0.05;0;0;0.05;0;8.1496;-0.0004;0;6512
09/11/2020;SPXW200911C02625000;920;0;694.5;745;0;12.0944;0.9866;0.0001;1;2625.000;SPXW200911P02625000;0.05;0;0;0.05;0;7.8546;-0.0004;0;2923
09/11/2020;SPXW200911C02650000;693.45;0;669;719.5;0;11.488;0.9873;0.0001;1;2650.000;SPXW200911P02650000;0.05;0.025;0;0.05;626;7.5824;-0.0004;0;3223
09/11/2020;SPXW200911C02675000;0;0;644.5;694.5;0;10.9817;0.9875;0.0001;0;2675.000;SPXW200911P02675000;0.05;0;0;0.05;0;7.2934;-0.0004;0;2013
09/11/2020;SPXW200911C02700000;0;0;619.5;669.5;0;10.7193;0.9861;0.0001;0;2700.000;SPXW200911P02700000;0.05;0.025;0;0.05;7;6.9747;-0.0004;0;7004
09/11/2020;SPXW200911C02710000;0;0;609.5;660;0;10.4631;0.9865;0.0001;0;2710.000;SPXW200911P02710000;0.1;0;0;0.05;0;6.9078;-0.0005;0;32
09/11/2020;SPXW200911C02720000;629.6;0;599.5;650;0;10.3042;0.9863;0.0001;1;2720.000;SPXW200911P02720000;0.1;0;0;0.05;0;6.7822;-0.0005;0;38
09/11/2020;SPXW200911C02725000;0;0;594.5;645;0;10.5249;0.984;0.0001;0;2725.000;SPXW200911P02725000;0.05;0.025;0;0.05;6;6.6724;-0.0004;0;4486
09/11/2020;SPXW200911C02730000;0;0;589.5;639.5;0;10.1902;0.9858;0.0001;0;2730.000;SPXW200911P02730000;0.05;0;0;0.05;0;6.6612;-0.0005;0;30
09/11/2020;SPXW200911C02740000;0;0;578.5;629;0;9.9835;0.9859;0.0001;0;2740.000;SPXW200911P02740000;0.05;0;0;0.05;0;6.5479;-0.0005;0;55
09/11/2020;SPXW200911C02750000;578.07;-23.93;569.5;619.5;1;10.1158;0.9834;0.0001;1;2750.000;SPXW200911P02750000;0.05;0;0;0.05;0;6.4322;-0.0005;0;2035
09/11/2020;SPXW200911C02760000;0;0;559.5;609.5;0;9.5762;0.9862;0.0001;0;2760.000;SPXW200911P02760000;0.05;0;0;0.05;0;6.3107;-0.0005;0;1291
09/11/2020;SPXW200911C02770000;0;0;549;599.5;0;9.461;0.9856;0.0001;0;2770.000;SPXW200911P02770000;0.05;0;0;0.05;0;6.233;-0.0005;0;303
09/11/2020;SPXW200911C02775000;0;0;544;594.5;0;9.6297;0.9834;0.0001;0;2775.000;SPXW200911P02775000;0.05;0;0;0.05;10;6.1634;-0.0005;0;1352
09/11/2020;SPXW200911C02780000;0;0;539.5;589.5;0;9.5511;0.9833;0.0001;0;2780.000;SPXW200911P02780000;0.05;0;0;0.05;0;6.0987;-0.0005;0;168
09/11/2020;SPXW200911C02790000;0;0;529;579.5;0;9.1447;0.9852;0.0001;0;2790.000;SPXW200911P02790000;0.05;0;0;0.05;0;6.001;-0.0005;0;1251
09/11/2020;SPXW200911C02800000;525.44;-26.56;519;569.5;10;9.2276;0.9828;0.0001;16;2800.000;SPXW200911P02800000;0.05;0.025;0;0.05;21;5.876;-0.0005;0;8386
09/11/2020;SPXW200911C02810000;515.42;-26.58;511;561;10;8.787;0.9851;0.0001;10;2810.000;SPXW200911P02810000;0.05;0;0;0.05;25;5.751;-0.0005;0;182
09/11/2020;SPXW200911C02820000;0;0;499.5;549.5;0;8.6305;0.9848;0.0001;0;2820.000;SPXW200911P02820000;0.05;0;0;0.05;10;5.6525;-0.0005;0;106
09/11/2020;SPXW200911C02825000;501.2;-25.8;494.5;545;1;8.8262;0.982;0.0002;5;2825.000;SPXW200911P02825000;0.05;0;0;0.05;0;5.5791;-0.0005;0;6648
09/11/2020;SPXW200911C02830000;0;0;490.5;541;0;8.5558;0.9838;0.0002;0;2830.000;SPXW200911P02830000;0.05;0;0;0.05;0;5.5234;-0.0005;0;631
09/11/2020;SPXW200911C02840000;0;0;479.5;529.5;0;8.4757;0.9827;0.0002;0;2840.000;SPXW200911P02840000;0.05;0;0;0.05;0;5.4179;-0.0005;0;103
09/11/2020;SPXW200911C02850000;495.05;-7;467;517.5;17;8.4606;0.9809;0.0002;21;2850.000;SPXW200911P02850000;0.05;0;0;0.05;0;5.3168;-0.0006;0;13447
09/11/2020;SPXW200911C02860000;499.3;0;459.5;509.5;0;8.1609;0.9821;0.0002;5;2860.000;SPXW200911P02860000;0.05;0;0;0.05;0;5.1928;-0.0005;0;106
09/11/2020;SPXW200911C02870000;0;0;449.5;499.5;0;7.9282;0.9826;0.0002;0;2870.000;SPXW200911P02870000;0.05;0;0;0.05;9;5.1024;-0.0006;0;132
09/11/2020;SPXW200911C02875000;377;0;441.5;492;0;7.8507;0.9825;0.0002;1;2875.000;SPXW200911P02875000;0.05;0;0;0.05;0;5.0317;-0.0006;0;430
09/11/2020;SPXW200911C02880000;562.45;0;439.5;489.5;0;7.772;0.9823;0.0002;0;2880.000;SPXW200911P02880000;0.05;0;0;0.05;0;5.0043;-0.0006;0;610
09/11/2020;SPXW200911C02885000;0;0;434.5;485;0;7.6186;0.983;0.0002;0;2885.000;SPXW200911P02885000;0.05;0;0;0.05;0;4.9474;-0.0006;0;61
09/11/2020;SPXW200911C02890000;477.4;0;429.5;480;0;7.6872;0.9811;0.0002;2;2890.000;SPXW200911P02890000;0.05;-0.05;0;0.05;10;4.8757;-0.0006;0;744
09/11/2020;SPXW200911C02895000;0;0;422;472.5;0;7.539;0.9818;0.0002;0;2895.000;SPXW200911P02895000;0.05;0;0;0.05;0;4.8627;-0.0007;0;64
09/11/2020;SPXW200911C02900000;439.59;-12.16;419.5;469.5;5;7.4597;0.9816;0.0002;9;2900.000;SPXW200911P02900000;0.1;0;0;0.05;0;4.7817;-0.0006;0;7594
09/11/2020;SPXW200911C02905000;0;0;414.5;464.5;0;7.5837;0.9789;0.0002;0;2905.000;SPXW200911P02905000;0.05;0;0;0.05;0;4.7193;-0.0006;0;9
09/11/2020;SPXW200911C02910000;407.03;-34.72;406.5;457;5;7.5367;0.9782;0.0002;5;2910.000;SPXW200911P02910000;0.05;0;0;0.05;0;4.6699;-0.0006;0;204
09/11/2020;SPXW200911C02915000;0;0;402;452.5;0;7.2948;0.9802;0.0002;0;2915.000;SPXW200911P02915000;0.2;0;0;0.05;0;4.5854;-0.0006;0;56
09/11/2020;SPXW200911C02920000;340.7;0;396.5;447;0;7.3762;0.9778;0.0002;1;2920.000;SPXW200911P02920000;0.2;0;0;0.05;0;4.5755;-0.0007;0;140
09/11/2020;SPXW200911C02925000;472.55;0;394.5;444.5;0;7.2348;0.9785;0.0002;6;2925.000;SPXW200911P02925000;0.05;-0.025;0;0.05;10;4.5246;-0.0007;0;771
09/11/2020;SPXW200911C02930000;387.03;-34.72;389.5;440;5;7.3336;0.9757;0.0003;5;2930.000;SPXW200911P02930000;0.13;0;0;0.05;0;4.4374;-0.0006;0;589
09/11/2020;SPXW200911C02935000;0;0;384.5;434.5;0;7.0138;0.9789;0.0002;0;2935.000;SPXW200911P02935000;0.2;0;0;0.05;0;4.4127;-0.0007;0;478
09/11/2020;SPXW200911C02940000;439.4;0;376.5;427;0;6.8035;0.9806;0.0002;7;2940.000;SPXW200911P02940000;0.1;0;0;0.05;0;4.3582;-0.0007;0;368
09/11/2020;SPXW200911C02945000;0;0;374.5;425;0;6.6194;0.9819;0.0002;0;2945.000;SPXW200911P02945000;0.12;0;0;0.05;0;4.3023;-0.0007;0;6848
09/11/2020;SPXW200911C02950000;490.36;0;369.5;420;0;6.7463;0.9788;0.0002;6;2950.000;SPXW200911P02950000;0.05;-0.025;0;0.05;12;4.2465;-0.0007;0;5616
09/11/2020;SPXW200911C02955000;0;0;364.5;415;0;6.7887;0.9767;0.0003;0;2955.000;SPXW200911P02955000;0.1;0;0;0.05;0;4.1833;-0.0007;0;2081
09/11/2020;SPXW200911C02960000;437.33;0;284.7;476.7;0;6.7108;0.9764;0.0003;3;2960.000;SPXW200911P02960000;0.05;-0.05;0;0.05;5;4.1586;-0.0008;0;3754
09/11/2020;SPXW200911C02965000;432.28;0;354.5;404.5;0;6.417;0.9795;0.0002;1;2965.000;SPXW200911P02965000;0.45;0;0;0.05;0;4.0913;-0.0007;0;712
09/11/2020;SPXW200911C02970000;423.22;0;346.5;397;0;6.5237;0.9764;0.0003;4;2970.000;SPXW200911P02970000;0.13;0;0;0.05;0;4.001;-0.0007;0;256
09/11/2020;SPXW200911C02975000;357.84;-18.96;344.5;395;2;6.2938;0.9786;0.0003;8;2975.000;SPXW200911P02975000;0.05;-0.025;0;0.05;6;4.001;-0.0008;0;7465
09/11/2020;SPXW200911C02980000;354.44;0;336.5;387;0;6.337;0.9763;0.0003;3;2980.000;SPXW200911P02980000;0.05;-0.05;0;0.05;550;3.9259;-0.0008;0;1223
09/11/2020;SPXW200911C02985000;0;0;334.5;384.5;0;6.2296;0.9766;0.0003;0;2985.000;SPXW200911P02985000;0.05;-0.05;0;0.05;20;3.876;-0.0008;0;96
09/11/2020;SPXW200911C02990000;365.98;0;326.5;377;0;6.29;0.9738;0.0003;0;2990.000;SPXW200911P02990000;0.12;0;0;0.05;0;3.8301;-0.0008;0;179
09/11/2020;SPXW200911C02995000;358.3;0;324.5;374.5;0;6.1305;0.975;0.0003;592;2995.000;SPXW200911P02995000;0.05;-0.05;0;0.05;220;3.7431;-0.0007;0;297
09/11/2020;SPXW200911C03000000;320.59;-31.21;319.5;370;22;6.078;0.9742;0.0003;96;3000.000;SPXW200911P03000000;0.05;-0.025;0;0.05;38;3.7079;-0.0008;0;6759
09/11/2020;SPXW200911C03005000;333.71;0;314.5;364.5;0;5.9985;0.9739;0.0003;11;3005.000;SPXW200911P03005000;0.1;0;0;0.05;0;3.6781;-0.0008;0;185
09/11/2020;SPXW200911C03010000;331.48;-10.32;309.5;360;55;5.9714;0.9726;0.0003;56;3010.000;SPXW200911P03010000;0.15;0;0;0.05;0;3.6067;-0.0008;0;237
09/11/2020;SPXW200911C03015000;0;0;304.5;354.5;0;5.7599;0.9749;0.0003;0;3015.000;SPXW200911P03015000;0.05;-0.075;0;0.05;1;3.5392;-0.0008;0;80
09/11/2020;SPXW200911C03020000;321.23;-10.62;299.5;350;55;5.735;0.9735;0.0003;58;3020.000;SPXW200911P03020000;0.15;0;0;0.05;0;3.5099;-0.0009;0;494
09/11/2020;SPXW200911C03025000;305.24;-21.61;294.5;344.5;5;5.5752;0.9748;0.0003;6;3025.000;SPXW200911P03025000;0.05;-0.075;0;0.05;6;3.4543;-0.0009;0;1682
09/11/2020;SPXW200911C03030000;298.33;-23.52;289.5;340;2;5.5261;0.9739;0.0004;2;3030.000;SPXW200911P03030000;0.25;0;0;0.05;0;3.3768;-0.0008;0;260
09/11/2020;SPXW200911C03035000;0;0;284.5;334.5;0;5.5478;0.9714;0.0004;0;3035.000;SPXW200911P03035000;0.5;0;0;0.05;0;3.36;-0.0009;0;127
09/11/2020;SPXW200911C03040000;366.86;0;279.5;329.5;0;5.4691;0.971;0.0004;6;3040.000;SPXW200911P03040000;0.05;-0.125;0;0.05;1;3.2909;-0.0009;0;635
09/11/2020;SPXW200911C03045000;308.39;1.49;274.5;324.5;1;5.3896;0.9706;0.0004;7;3045.000;SPXW200911P03045000;0.17;0;0;0.05;0;3.222;-0.0009;0;912
09/11/2020;SPXW200911C03050000;289.33;-12.57;267.5;318;34;5.3101;0.9702;0.0004;65;3050.000;SPXW200911P03050000;0.05;-0.125;0;0.05;28;3.1903;-0.0009;0;1784
09/11/2020;SPXW200911C03055000;0;0;260;310.5;0;5.0818;0.9733;0.0004;0;3055.000;SPXW200911P03055000;0.15;0;0;0.05;0;3.1226;-0.0009;0;417
09/11/2020;SPXW200911C03060000;289.2;-2.7;255;305.5;2;5.0785;0.9712;0.0004;3;3060.000;SPXW200911P03060000;0.05;-0.125;0;0.05;56;3.0739;-0.0009;0;2895
09/11/2020;SPXW200911C03065000;284.2;-2.7;255;305.5;2;5.0481;0.9696;0.0004;62;3065.000;SPXW200911P03065000;0.05;-0.175;0;0.05;10;3.0064;-0.0009;0;244
09/11/2020;SPXW200911C03070000;278.53;-3.37;250.5;300.5;64;4.8727;0.9715;0.0004;40;3070.000;SPXW200911P03070000;0.05;-0.15;0;0.05;2;2.975;-0.001;0;411
09/11/2020;SPXW200911C03075000;322.5;0;245.5;295.5;0;4.8893;0.9687;0.0005;13;3075.000;SPXW200911P03075000;0.05;-0.175;0;0.05;12;2.9314;-0.001;0;933
09/11/2020;SPXW200911C03080000;249.45;-22.5;237.5;288;33;4.7637;0.9694;0.0005;38;3080.000;SPXW200911P03080000;0.05;-0.175;0;0.05;20;2.8856;-0.0011;0;7016
09/11/2020;SPXW200911C03085000;264.3;-2.65;234.5;284.5;1;4.7302;0.9677;0.0005;0;3085.000;SPXW200911P03085000;0.05;-0.15;0;0.05;65;2.7988;-0.001;0;331
09/11/2020;SPXW200911C03090000;253.91;-8.09;229.5;279.5;42;4.6942;0.966;0.0005;42;3090.000;SPXW200911P03090000;0.05;-0.225;0;0.05;15;2.763;-0.001;0;375
09/11/2020;SPXW200911C03095000;0;0;220.5;271;0;4.4808;0.9693;0.0005;20;3095.000;SPXW200911P03095000;0.05;-0.225;0;0.05;280;2.7135;-0.0011;0;429
09/11/2020;SPXW200911C03100000;250.32;-1.68;217;267.5;21;4.4022;0.9688;0.0005;326;3100.000;SPXW200911P03100000;0.05;-0.225;0;0.05;108;2.6622;-0.0011;0;6772
09/11/2020;SPXW200911C03105000;251.29;4.29;212;262.5;2;4.3006;0.969;0.0005;2;3105.000;SPXW200911P03105000;0.05;-0.25;0;0.05;41;2.594;-0.0011;0;477
09/11/2020;SPXW200911C03110000;234.06;-7.94;207;257.5;57;4.1748;0.97;0.0005;70;3110.000;SPXW200911P03110000;0.05;-0.275;0;0.05;30;2.5318;-0.001;0;659
09/11/2020;SPXW200911C03115000;235.99;-1.06;204;254.5;11;4.0977;0.9694;0.0005;12;3115.000;SPXW200911P03115000;0.05;-0.275;0;0.05;52;2.4974;-0.0011;0;374
09/11/2020;SPXW200911C03120000;222;-10.1;199.5;250;21;4.043;0.9682;0.0006;22;3120.000;SPXW200911P03120000;0.05;-0.325;0;0.05;123;2.4522;-0.0012;0.0001;602
09/11/2020;SPXW200911C03125000;380.27;0;191;241.5;0;4.0923;0.9633;0.0006;1;3125.000;SPXW200911P03125000;0.05;-0.325;0;0.05;108;2.3984;-0.0012;0.0001;4747
09/11/2020;SPXW200911C03130000;214.36;-7.74;190.5;240.5;22;4.0505;0.9613;0.0007;36;3130.000;SPXW200911P03130000;0.05;-0.35;0;0.05;168;2.3445;-0.0012;0.0001;645
09/11/2020;SPXW200911C03135000;229.95;0;180.5;231;0;3.7864;0.9672;0.0006;32;3135.000;SPXW200911P03135000;0.05;-0.375;0;0.05;70;2.2842;-0.0012;0.0001;448
09/11/2020;SPXW200911C03140000;203.81;-8.34;180.5;231;25;3.7073;0.9666;0.0006;25;3140.000;SPXW200911P03140000;0.05;-0.4;0;0.05;172;2.251;-0.0013;0.0001;601
09/11/2020;SPXW200911C03145000;0;0;174.5;225;0;3.7311;0.9621;0.0007;0;3145.000;SPXW200911P03145000;0.05;-0.425;0;0.05;385;2.1885;-0.0013;0.0001;806
09/11/2020;SPXW200911C03150000;173.12;-29.08;175.8;207.8;13;3.508;0.9669;0.0007;19;3150.000;SPXW200911P03150000;0.05;-0.475;0;0.05;367;2.126;-0.0013;0.0001;6818
09/11/2020;SPXW200911C03155000;204.04;6.84;170.4;202.4;3;3.6263;0.9583;0.0008;4;3155.000;SPXW200911P03155000;0.05;-0.525;0;0.05;139;2.0635;-0.0013;0.0001;674
09/11/2020;SPXW200911C03160000;198.97;6.67;165.4;197.4;1;3.4523;0.9614;0.0008;14;3160.000;SPXW200911P03160000;0.05;-0.525;0;0.05;211;2.0322;-0.0014;0.0001;1204
09/11/2020;SPXW200911C03165000;0;0;160.8;192.8;0;3.3136;0.9631;0.0008;0;3165.000;SPXW200911P03165000;0.05;-0.575;0;0.05;124;1.9698;-0.0014;0.0001;1124
09/11/2020;SPXW200911C03170000;152.86;-29.54;155.8;187.8;19;3.4161;0.954;0.0009;24;3170.000;SPXW200911P03170000;0.07;-0.605;0;0.05;3530;1.93;-0.0015;0.0001;4716
09/11/2020;SPXW200911C03175000;168.91;-8.49;150.8;182.8;18;3.3327;0.9531;0.001;22;3175.000;SPXW200911P03175000;0.05;-0.675;0;0.05;896;1.8682;-0.0015;0.0001;7165
09/11/2020;SPXW200911C03180000;141.43;-31.02;145.3;177.3;1;3.2179;0.9537;0.001;6;3180.000;SPXW200911P03180000;0.05;-0.725;0;0.05;485;1.825;-0.0016;0.0001;791
09/11/2020;SPXW200911C03185000;162.03;-5.47;140.4;172.4;1;3.1519;0.9518;0.001;0;3185.000;SPXW200911P03185000;0.05;-0.775;0;0.05;391;1.7643;-0.0016;0.0001;847
09/11/2020;SPXW200911C03190000;205.62;0;135.8;167.8;0;3.0037;0.9541;0.001;11;3190.000;SPXW200911P03190000;0.05;-0.825;0;0.05;324;1.7116;-0.0016;0.0001;581
09/11/2020;SPXW200911C03195000;185.3;0;121.5;171.5;0;2.9861;0.9494;0.0011;12;3195.000;SPXW200911P03195000;0.05;-0.875;0;0.05;175;1.6518;-0.0016;0.0001;769
09/11/2020;SPXW200911C03200000;140.18;-12.57;117.5;168;43;3.0049;0.9422;0.0012;70;3200.000;SPXW200911P03200000;0.05;-0.975;0;0.05;2526;1.6203;-0.0019;0.0001;11241
09/11/2020;SPXW200911C03205000;135.4;-12.4;111.5;161.5;20;2.7257;0.9525;0.0012;2;3205.000;SPXW200911P03205000;0.05;-1.025;0;0.05;715;1.5448;-0.0017;0.0001;361
09/11/2020;SPXW200911C03210000;109.18;-33.72;107.5;157.5;21;2.6907;0.9483;0.0013;35;3210.000;SPXW200911P03210000;0.05;-1.125;0;0.05;4229;1.5064;-0.0019;0.0001;7680
09/11/2020;SPXW200911C03215000;136.65;-1.35;101.5;151.5;1;2.5135;0.953;0.0013;5;3215.000;SPXW200911P03215000;0.05;-1.225;0;0.05;738;1.4508;-0.0019;0.0001;1017
09/11/2020;SPXW200911C03220000;108.37;-24.73;97.5;146.5;24;2.5384;0.9443;0.0014;47;3220.000;SPXW200911P03220000;0.05;-1.35;0;0.05;1269;1.3961;-0.002;0.0001;772
09/11/2020;SPXW200911C03225000;103.05;-25.25;92.5;142.5;16;2.482;0.9407;0.0015;72;3225.000;SPXW200911P03225000;0.05;-1.475;0;0.05;1723;1.3391;-0.002;0.0002;2131
09/11/2020;SPXW200911C03230000;98.1;-25.3;87.5;136.5;13;2.3559;0.942;0.0016;36;3230.000;SPXW200911P03230000;0.05;-1.6;0;0.05;2065;1.2977;-0.0023;0.0002;5270
09/11/2020;SPXW200911C03235000;89.34;-29.26;83.1;131.5;6;2.2577;0.9412;0.0017;22;3235.000;SPXW200911P03235000;0.05;-1.775;0;0.05;1202;1.2296;-0.0021;0.0002;309
09/11/2020;SPXW200911C03240000;82.05;-31.75;77.8;126.5;10;2.0881;0.9463;0.0017;31;3240.000;SPXW200911P03240000;0.05;-1.95;0;0.05;2497;1.1882;-0.0024;0.0002;1964
09/11/2020;SPXW200911C03245000;112.09;3.09;87.7;107.7;16;2.0744;0.9383;0.0019;53;3245.000;SPXW200911P03245000;0.05;-2.175;0;0.05;1170;1.126;-0.0024;0.0002;1167
09/11/2020;SPXW200911C03250000;98;-6.3;82.7;102.7;55;2.0144;0.9336;0.0021;163;3250.000;SPXW200911P03250000;0.05;-2.45;0;0.05;8126;1.0761;-0.0025;0.0002;7891
09/11/2020;SPXW200911C03255000;99.32;-0.18;77.7;97.7;57;1.9519;0.9286;0.0023;129;3255.000;SPXW200911P03255000;0.05;-2.7;0;0.05;2018;1.0244;-0.0027;0.0003;659
09/11/2020;SPXW200911C03260000;83.31;-11.64;72.3;92.3;48;1.8639;0.9258;0.0024;84;3260.000;SPXW200911P03260000;0.05;-3;0;0.05;3654;0.9697;-0.0028;0.0003;1368
09/11/2020;SPXW200911C03265000;71.61;-18.54;67.7;87.7;21;1.7749;0.9227;0.0026;306;3265.000;SPXW200911P03265000;0.05;-3.3;0;0.05;4532;0.9103;-0.0029;0.0003;1628
09/11/2020;SPXW200911C03270000;45.37;-40.23;62.3;82.3;14;1.6856;0.9192;0.0029;48;3270.000;SPXW200911P03270000;0.05;-3.7;0;0.05;9595;0.859;-0.0031;0.0004;7629
09/11/2020;SPXW200911C03275000;62.5;-18.6;57.7;77.7;21;1.5852;0.9167;0.0031;285;3275.000;SPXW200911P03275000;0.05;-4.2;0;0.05;8625;0.7979;-0.0031;0.0004;5808
09/11/2020;SPXW200911C03280000;62.41;-14.19;52.8;72.8;106;1.5046;0.911;0.0035;60;3280.000;SPXW200911P03280000;0.05;-4.7;0;0.05;6800;0.751;-0.0036;0.0005;2068
09/11/2020;SPXW200911C03285000;56.3;-15.9;47.8;67.3;9;1.4124;0.9062;0.0038;18;3285.000;SPXW200911P03285000;0.05;-5.3;0;0.05;6501;0.6885;-0.0035;0.0005;949
09/11/2020;SPXW200911C03290000;53.03;-14.77;42.8;62.8;41;1.3191;0.9007;0.0043;77;3290.000;SPXW200911P03290000;0.05;-5.9;0;0.05;7945;0.6378;-0.004;0.0006;1316
09/11/2020;SPXW200911C03295000;44.76;-18.89;37.8;57.3;33;1.2332;0.8927;0.0048;24;3295.000;SPXW200911P03295000;0.05;-6.65;0;0.05;7143;0.5878;-0.0047;0.0008;2052
09/11/2020;SPXW200911C03300000;43.5;-15.9;32.7;52.7;516;1.1452;0.8834;0.0055;443;3300.000;SPXW200911P03300000;0.05;-7.45;0;0.05;25969;0.5704;-0.0085;0.0013;6304
09/11/2020;SPXW200911C03305000;41.34;-14.06;27.8;47.3;198;1.0382;0.8763;0.0064;30;3305.000;SPXW200911P03305000;0.05;-8.35;0;0.05;7202;0.5385;-0.0131;0.002;1046
09/11/2020;SPXW200911C03310000;30;-21.35;22.8;42.3;342;0.9525;0.8618;0.0075;148;3310.000;SPXW200911P03310000;0.05;-9.45;0;0.05;11671;0.4926;-0.0179;0.0029;4107
